iter	Logloss
209	0.4625347341
210	0.4623645541
211	0.4617687214
212	0.4615404656
213	0.4615293867
214	0.4612410822
215	0.4609814109
216	0.4609464036
217	0.4605568713
218	0.460162179
219	0.4597168475
220	0.4589835656
221	0.4585777438
222	0.4585521459
223	0.4583182242
224	0.4581143015
225	0.4579472579
226	0.4574961087
227	0.4572431151
228	0.4567597409
229	0.4565128685
230	0.4559168335
231	0.4558333623
232	0.4552993996
233	0.455048986
234	0.4543068511
235	0.4538816538
236	0.4535656268
237	0.4531868193
238	0.4529933684
239	0.4527658715
240	0.452373658
241	0.4519173993
242	0.4517201543
243	0.4511186052
244	0.4508026287
245	0.4507895769
246	0.4501415368
247	0.4497829142
248	0.449533057
249	0.4491082645
250	0.4487623396
251	0.4487562689
252	0.448742003
253	0.4484108499
254	0.4481234054
255	0.447745458
256	0.4474913514
257	0.4472120517
258	0.446929059
259	0.4469158048
260	0.44682773
261	0.446816904
262	0.4463510841
263	0.4458799018
264	0.4458704924
265	0.445542324
266	0.4453040517
267	0.444787795
268	0.444619689
269	0.4441946941
270	0.4437543203
271	0.4431477629
272	0.4427475564
273	0.4427270174
274	0.4420095697
275	0.4413908711
276	0.4410799535
277	0.4409250512
278	0.4405626344
279	0.4400085373
280	0.4398877823
281	0.4396236086
282	0.4392779366
283	0.4391227308
284	0.4384890579
285	0.4380910773
286	0.4377781362
287	0.4372517111
288	0.4371881212
289	0.4364603535
290	0.4361565689
291	0.4361548995
292	0.435682756
293	0.43566763
294	0.435417874
295	0.4350197417
296	0.4346367353
297	0.4346335988
298	0.4345170427
299	0.4339159488
300	0.433308582
301	0.4331617233
302	0.4329394875
303	0.4326659043
304	0.432654016
305	0.4323021216
306	0.4320322314
307	0.4318075674
308	0.4314732273
309	0.4312041971
310	0.4312006559
311	0.4311970135
312	0.4307334701
313	0.4304991436
314	0.4302004685
315	0.4300747558
316	0.4299977093
317	0.4296036747
318	0.4293400574
319	0.4293324691
320	0.4290896944
321	0.4287364342
322	0.4287312235
323	0.4286932315
324	0.4278061096
325	0.4274401517
326	0.427436914
327	0.4268938453
328	0.426891417
329	0.4266181879
330	0.4263206763
331	0.4262481323
332	0.426084124
333	0.4254210591
334	0.4250148326
335	0.4248131358
336	0.4245276137
337	0.4242435334
338	0.4240268623
339	0.4239864421
340	0.4238800795
341	0.4233856264
342	0.4231405752
343	0.4225611333
344	0.4221593586
345	0.4218858007
346	0.4216075886
347	0.4212296158
348	0.4210050783
349	0.4206306973
350	0.4203452005
351	0.4199490917
352	0.4198125783
353	0.4194433068
354	0.4190840012
355	0.4189272018
356	0.4186310561
357	0.4183841078
358	0.4182444832
359	0.4182340873
360	0.4177228894
361	0.4173001709
362	0.4171976784
363	0.4169740768
364	0.4168219062
365	0.416721842
366	0.4166955865
367	0.4163673676
368	0.4157405494
369	0.4153612866
370	0.4153352588
371	0.4152587182
372	0.4152518888
373	0.415229478
374	0.4152038043
375	0.4149632555
376	0.4149583737
377	0.4147560698
378	0.4143184278
379	0.4142873411
380	0.4135137148
381	0.412909105
382	0.4125086203
383	0.4124691106
384	0.4121558406
385	0.4120405998
386	0.4117492347
387	0.4114100887
388	0.4114013368
389	0.4113320051
390	0.4109545382
391	0.4106955246
392	0.4103671539
393	0.4103324754
394	0.4102387094
395	0.4100198378
396	0.4093587459
397	0.4092197284
398	0.4087984517
399	0.408573636
400	0.4085260827
401	0.408229937
402	0.4081389786
403	0.4079250394
404	0.4074618501
405	0.4072742423
406	0.4070610366
407	0.406618108
408	0.4062210127
409	0.405810132
410	0.4058037326
411	0.4052956459
412	0.4051965175
413	0.4046231715
414	0.4043307947
415	0.4041721994
416	0.4036922905
417	0.4033927807
418	0.4029684687
419	0.4029561251
420	0.4025817441
421	0.4021836876
422	0.401702337
423	0.4014745871
424	0.4009841053
425	0.4008005951
426	0.4005908547
427	0.4002959737
428	0.3999367946
429	0.3999340881
430	0.3996529672
431	0.3993741481
432	0.399134864
433	0.3991313986
434	0.3987278786
435	0.3982053995
436	0.3982010994
437	0.3980418465
438	0.3979985426
439	0.3974679187
440	0.3973048211
441	0.3972501854
442	0.3968077627
443	0.3965285641
444	0.3963889902
445	0.396138703
446	0.3961095134
447	0.3960156462
448	0.3957258494
449	0.3956170333
450	0.39549342
451	0.3951531358
452	0.3947739488
453	0.3945597567
454	0.3945553302
455	0.3941150575
456	0.3941048386
457	0.3936227292
458	0.3935242585
459	0.3935113584
460	0.3931916131
461	0.3928282604
462	0.3926266901
463	0.3924499335
464	0.3922638939
465	0.3919710617
466	0.3918475243
467	0.3917875009
468	0.39149692
469	0.3910859634
470	0.3906709598
471	0.3905229881
472	0.3903297649
473	0.3900901772
474	0.3899262448
475	0.3895977983
476	0.3890567784
477	0.388778794
478	0.3886812845
479	0.3886506784
480	0.3883515985
481	0.3879847299
482	0.3876569157
483	0.3876499851
484	0.3876357191
485	0.3874883545
486	0.3871157947
487	0.3868148178
488	0.3866092257
489	0.3866010303
490	0.3858593507
491	0.3856618275
492	0.3854704761
493	0.3851361613
494	0.3850953363
495	0.3846585795
496	0.3843288177
497	0.3841495063
498	0.3837283309
499	0.3835970281
500	0.3835907299
501	0.3832854529
502	0.3830157144
503	0.3829063419
504	0.3828682739
505	0.3824949806
506	0.3824764905
507	0.3821704041
508	0.3818434246
509	0.3817185972
510	0.3817091624
511	0.3816876623
512	0.3815047845
513	0.3814278645
514	0.3812479461
515	0.3812436461
516	0.3807822527
517	0.3807675061
518	0.3804965535
519	0.3800808416
520	0.3800203376
521	0.3800061475
522	0.3796482331
523	0.3796244818
524	0.3793971872
525	0.3790384886
526	0.3787407241
527	0.3784740209
528	0.3782431345
529	0.3779621148
530	0.3779511371
531	0.3775941333
532	0.3774431263
533	0.3772706444
534	0.3772005792
535	0.3768426901
536	0.376802548
537	0.3767940238
538	0.3767623554
539	0.3767506441
540	0.3767127026
541	0.3766748371
542	0.3764974228
543	0.3764776427
544	0.376213216
545	0.3761831664
546	0.3761713792
547	0.3759185374
548	0.375656716
549	0.3756377706
550	0.3755915326
551	0.3753617844
552	0.3750909583
553	0.3747774101
554	0.3747637259
555	0.3746429962
556	0.3746011594
557	0.3743803907
558	0.3743771278
559	0.3742435485
560	0.3742000423
561	0.3740644143
562	0.3740509071
563	0.3739733801
564	0.3737768686
565	0.3736419741
566	0.3736309711
567	0.3732662778
568	0.3732631919
569	0.3730239584
570	0.3727071725
571	0.3727028219
572	0.3722665963
573	0.3722622457
574	0.3722524315
575	0.3718793405
576	0.3718756728
577	0.3717661738
578	0.3715680182
579	0.3715648311
580	0.3711285803
581	0.3711128219
582	0.3709209899
583	0.3709178787
584	0.3704803631
585	0.3704716366
586	0.3704671342
587	0.3702104476
588	0.3701493366
589	0.370098065
590	0.3700663712
591	0.3700366504
592	0.3696400863
593	0.3694668203
594	0.3694637344
595	0.3693624813
596	0.3690434949
597	0.3688519411
598	0.3684999456
599	0.3684967838
600	0.3682948341
601	0.3680109308
602	0.3679897847
603	0.3675901347
604	0.3675117983
605	0.3674555437
606	0.3673192074
607	0.3672934325
608	0.3671703252
609	0.3669576507
610	0.3668927708
611	0.3663096359
612	0.3660728306
613	0.3660608917
614	0.3660471822
615	0.3660294256
616	0.3659708946
617	0.3659545544
618	0.3659384673
619	0.3658937469
620	0.3657949727
621	0.3655814634
622	0.3654896198
623	0.3651393949
624	0.3651372449
625	0.3650594649
626	0.3650474754
627	0.3646347482
628	0.3644867765
629	0.3644731682
630	0.3644470898
631	0.3644380091
632	0.3643450778
633	0.3643277765
634	0.3643245389
635	0.3641641983
636	0.3634508989
637	0.3633324963
638	0.362957407
639	0.3627500696
640	0.3626873144
641	0.3626773232
642	0.362600302
643	0.3625167044
644	0.3624944201
645	0.3624848335
646	0.3624786617
647	0.3618573071
648	0.3618493394
649	0.3617258021
650	0.3615544584
651	0.3614798149
652	0.36145447
653	0.3613873896
654	0.3613468934
655	0.3613017683
656	0.3611479284
657	0.3611353571
658	0.3611087728
659	0.3611039922
660	0.360709654
661	0.3607034063
662	0.360698828
663	0.3602916656
664	0.3601456922
665	0.3596639621
666	0.3595419171
667	0.3595396659
668	0.3595277776
669	0.359247112
670	0.3592392708
671	0.359226826
672	0.3589929548
673	0.3589668764
674	0.3588622845
675	0.358759539
676	0.3587358129
677	0.3587327776
678	0.3587180563
679	0.3582767213
680	0.3582621012
681	0.3580865587
682	0.3578682689
683	0.357636826
684	0.3576328801
685	0.357630983
686	0.357627543
687	0.3574986179
688	0.3574223303
689	0.3571528195
690	0.3570221997
691	0.3569964754
692	0.3565784617
693	0.356281456
694	0.356264357
695	0.3562521146
696	0.3562504958
697	0.3562454116
698	0.3562281103
699	0.3560539337
700	0.3558704741
701	0.3554723418
702	0.3551668372
703	0.3548920905
704	0.3546250332
705	0.3542718235
706	0.3542491851
707	0.3540147828
708	0.354011191
709	0.3538556816
710	0.3538369638
711	0.353826062
712	0.353664482
713	0.3534191019
714	0.3534147513
715	0.3533911264
716	0.3531854079
717	0.3531628453
718	0.3531317333
719	0.3528979887
720	0.3528296688
721	0.3524727155
722	0.3524601443
723	0.3521617221
724	0.3521546397
725	0.3518158983
726	0.3516880356
727	0.3514884383
728	0.3513552891
729	0.3513480296
730	0.3512134892
731	0.3512011456
732	0.351054211
733	0.3510490509
734	0.3510432332
735	0.350941626
736	0.3508468988
737	0.3503387869
738	0.3503167555
739	0.3502033106
740	0.3498902177
741	0.3495792748
742	0.3493161128
743	0.3491487151
744	0.3490389631
745	0.3486155112
746	0.3485456483
747	0.3485397295
748	0.3485183558
749	0.3484884073
750	0.348040774
751	0.3479432645
752	0.3479388886
753	0.3479238637
754	0.3478784858
755	0.3478714539
756	0.3476937362
757	0.3475291967
758	0.3475280585
759	0.3475175866
760	0.347311691
761	0.3473050892
762	0.3472065173
763	0.3470585203
764	0.3467350314
765	0.3467324261
766	0.3464870714
767	0.3464476628
768	0.3463724882
769	0.3462350642
770	0.3462305871
771	0.3459233625
772	0.3454679891
773	0.3453257846
774	0.3448232373
775	0.3448063407
776	0.3447890141
777	0.3447885588
778	0.3446374507
779	0.3442046904
780	0.3441073579
781	0.3441044491
782	0.3440859337
783	0.3439444626
784	0.3437553877
785	0.343537199
786	0.3435147124
787	0.3432971814
788	0.3432721147
789	0.3430907545
790	0.3430899451
791	0.342930161
792	0.3429280869
793	0.3429203215
794	0.342914605
795	0.3428989478
796	0.3428971266
797	0.3428403662
798	0.3427625862
799	0.3427573756
800	0.3426108963
801	0.3426074057
802	0.342279288
803	0.3422291294
804	0.3420725829
805	0.3420301644
806	0.3420120031
807	0.3418840898
808	0.3418746297
809	0.3416007683
810	0.3415933823
811	0.3415616127
812	0.3413219491
813	0.3412836789
814	0.3412267667
815	0.3411409937
816	0.3409385887
817	0.3408806394
818	0.3406685467
819	0.3406170728
820	0.3406123174
821	0.3406081439
822	0.3405259374
823	0.3401813784
824	0.3400511886
825	0.3399586873
826	0.3397226915
827	0.339670484
828	0.3394028703
829	0.3393981655
830	0.3393488163
831	0.3391099875
832	0.3390656213
833	0.3390561612
834	0.3388991595
835	0.3385977779
836	0.3385958049
837	0.3385924155
838	0.3385597605
839	0.338551034
840	0.3385468351
841	0.3384925536
842	0.3384871659
843	0.338478414
844	0.3384736587
845	0.338108156
846	0.3381054748
847	0.3380935106
848	0.3380914871
849	0.3379736409
850	0.3377563881
851	0.3376157265
852	0.3375395401
853	0.3375184446
854	0.3374310528
855	0.337430041
856	0.3374239704
857	0.3373314185
858	0.3372553585
859	0.337210537
860	0.3372033029
861	0.3369928037
862	0.3368762475
863	0.3368723016
864	0.3368705057
865	0.3368701516
866	0.3368654974
867	0.3368606662
868	0.3367126187
869	0.3365865266
870	0.3365830106
871	0.3364004111
872	0.336358979
873	0.336348153
874	0.3361584963
875	0.3358881255
876	0.335853877
877	0.3355125557
878	0.3353387332
879	0.335330892
880	0.3352346725
881	0.3350140808
882	0.3349896718
883	0.334847619
884	0.334842206
885	0.3347409276
886	0.3347389547
887	0.3347353629
888	0.334725144
889	0.3347214004
890	0.3344512826
891	0.3343786626
892	0.3340397948
893	0.333938567
894	0.3338663771
895	0.3337481009
896	0.3337397285
897	0.333695944
898	0.3336950335
899	0.3336934652
900	0.3336926558
901	0.3336795028
902	0.3336245129
903	0.3336218823
904	0.3335323658
905	0.3334435322
906	0.3333856082
907	0.3333087641
908	0.3332939923
909	0.3331121768
910	0.3329585645
911	0.3329275284
912	0.3329068376
913	0.3326792901
914	0.332579757
915	0.3324512113
916	0.3324490866
917	0.3324463801
918	0.3323851932
919	0.3323789961
920	0.3323771243
921	0.3323747972
922	0.3323652107
923	0.3322715459
924	0.3322694465
925	0.3322678782
926	0.3322610235
927	0.3322191108
928	0.3319168439
929	0.3319022996
930	0.3318906643
931	0.3317790658
932	0.3314762677
933	0.3314749271
934	0.3314719423
935	0.3314646829
936	0.3314638988
937	0.3314628617
938	0.3314603323
939	0.3309093464
940	0.3308904263
941	0.3308890604
942	0.3308367265
943	0.3307444023
944	0.330730111
945	0.330728138
946	0.3305987071
947	0.3305965571
948	0.3305136929
949	0.3305102276
950	0.3304870074
951	0.330462472
952	0.3304609796
953	0.3304589813
954	0.3304347241
955	0.3304301458
956	0.3304290582
957	0.3304148428
958	0.3304127686
959	0.3304105427
960	0.3304095816
961	0.330312932
962	0.3303117432
963	0.3302259955
964	0.3299651859
965	0.3295629306
966	0.3295365487
967	0.3295209927
968	0.3295049561
969	0.3294942313
970	0.3294918789
971	0.3294890965
972	0.3294676217
973	0.3294665593
974	0.3294655981
975	0.3294586422
976	0.3294504215
977	0.3294106336
978	0.3294089642
979	0.3294073453
980	0.3291650006
981	0.3291589047
982	0.3291574123
983	0.3286641987
984	0.3284645254
985	0.3279951137
986	0.3279830231
987	0.3279820619
988	0.3277786198
989	0.3274713446
990	0.3274690934
991	0.3274649451
992	0.3272950433
993	0.3272927162
994	0.3272587965
995	0.3272541424
996	0.3271015672
997	0.3270862641
998	0.3270181465
999	0.3269830633
